code,desc
M86.9,"Osteomyelitis, unspecified (Infection of bone NOS)"
M86.9,"Osteomyelitis, unspecified (Periostitis without osteomyelitis)"
M87,Osteonecrosis
M87.0,"Idiopathic aseptic necrosis of bone"
M87.00,"Idiopathic aseptic necrosis of unspecified bone"
M87.01,"Idiopathic aseptic necrosis of shoulder"
M87.01,"Idiopathic aseptic necrosis of shoulder (Idiopathic aseptic necrosis of clavicle and scapula)"
M87.011,"Idiopathic aseptic necrosis of right shoulder"
M87.012,"Idiopathic aseptic necrosis of left shoulder"
M87.019,"Idiopathic aseptic necrosis of unspecified shoulder"
M87.02,"Idiopathic aseptic necrosis of humerus"
M87.021,"Idiopathic aseptic necrosis of right humerus"
M87.022,"Idiopathic aseptic necrosis of left humerus"
M87.029,"Idiopathic aseptic necrosis of unspecified humerus"
M87.03,"Idiopathic aseptic necrosis of radius, ulna and carpus"
M87.031,"Idiopathic aseptic necrosis of right radius"
M87.032,"Idiopathic aseptic necrosis of left radius"
M87.033,"Idiopathic aseptic necrosis of unspecified radius"
M87.034,"Idiopathic aseptic necrosis of right ulna"
M87.035,"Idiopathic aseptic necrosis of left ulna"
M87.036,"Idiopathic aseptic necrosis of unspecified ulna"
M87.037,"Idiopathic aseptic necrosis of right carpus"
M87.038,"Idiopathic aseptic necrosis of left carpus"
M87.039,"Idiopathic aseptic necrosis of unspecified carpus"
M87.04,"Idiopathic aseptic necrosis of hand and fingers"
M87.04,"Idiopathic aseptic necrosis of hand and fingers (Idiopathic aseptic necrosis of metacarpals and phalanges of hands)"
M87.041,"Idiopathic aseptic necrosis of right hand"
M87.042,"Idiopathic aseptic necrosis of left hand"
M87.043,"Idiopathic aseptic necrosis of unspecified hand"
M87.044,"Idiopathic aseptic necrosis of right finger(s)"
M87.045,"Idiopathic aseptic necrosis of left finger(s)"
M87.046,"Idiopathic aseptic necrosis of unspecified finger(s)"
M87.05,"Idiopathic aseptic necrosis of pelvis and femur"
M87.050,"Idiopathic aseptic necrosis of pelvis"
M87.051,"Idiopathic aseptic necrosis of right femur"
M87.052,"Idiopathic aseptic necrosis of left femur"
M87.059,"Idiopathic aseptic necrosis of unspecified femur"
M87.059,"Idiopathic aseptic necrosis of unspecified femur (Idiopathic aseptic necrosis of hip NOS)"
M87.06,"Idiopathic aseptic necrosis of tibia and fibula"
M87.061,"Idiopathic aseptic necrosis of right tibia"
M87.062,"Idiopathic aseptic necrosis of left tibia"
M87.063,"Idiopathic aseptic necrosis of unspecified tibia"
M87.064,"Idiopathic aseptic necrosis of right fibula"
M87.065,"Idiopathic aseptic necrosis of left fibula"
M87.066,"Idiopathic aseptic necrosis of unspecified fibula"
M87.07,"Idiopathic aseptic necrosis of ankle, foot and toes"
M87.07,"Idiopathic aseptic necrosis of ankle, foot and toes (Idiopathic aseptic necrosis of metatarsus, tarsus, and phalanges of toes)"
M87.071,"Idiopathic aseptic necrosis of right ankle"
M87.072,"Idiopathic aseptic necrosis of left ankle"
M87.073,"Idiopathic aseptic necrosis of unspecified ankle"
M87.074,"Idiopathic aseptic necrosis of right foot"
M87.075,"Idiopathic aseptic necrosis of left foot"
M87.076,"Idiopathic aseptic necrosis of unspecified foot"
M87.077,"Idiopathic aseptic necrosis of right toe(s)"
M87.078,"Idiopathic aseptic necrosis of left toe(s)"
M87.079,"Idiopathic aseptic necrosis of unspecified toe(s)"
M87.08,"Idiopathic aseptic necrosis of bone, other site"
M87.09,"Idiopathic aseptic necrosis of bone, multiple sites"
M87.1,"Osteonecrosis due to drugs"
M87.10,"Osteonecrosis due to drugs, unspecified bone"
M87.11,"Osteonecrosis due to drugs, shoulder"
M87.111,"Osteonecrosis due to drugs, right shoulder"
M87.112,"Osteonecrosis due to drugs, left shoulder"
M87.119,"Osteonecrosis due to drugs, unspecified shoulder"
M87.12,"Osteonecrosis due to drugs, humerus"
M87.121,"Osteonecrosis due to drugs, right humerus"
M87.122,"Osteonecrosis due to drugs, left humerus"
M87.129,"Osteonecrosis due to drugs, unspecified humerus"
M87.13,"Osteonecrosis due to drugs of radius, ulna and carpus"
M87.131,"Osteonecrosis due to drugs of right radius"
M87.132,"Osteonecrosis due to drugs of left radius"
M87.133,"Osteonecrosis due to drugs of unspecified radius"
M87.134,"Osteonecrosis due to drugs of right ulna"
M87.135,"Osteonecrosis due to drugs of left ulna"
M87.136,"Osteonecrosis due to drugs of unspecified ulna"
M87.137,"Osteonecrosis due to drugs of right carpus"
M87.138,"Osteonecrosis due to drugs of left carpus"
M87.139,"Osteonecrosis due to drugs of unspecified carpus"
M87.14,"Osteonecrosis due to drugs, hand and fingers"
M87.141,"Osteonecrosis due to drugs, right hand"
M87.142,"Osteonecrosis due to drugs, left hand"
M87.143,"Osteonecrosis due to drugs, unspecified hand"
M87.144,"Osteonecrosis due to drugs, right finger(s)"
M87.145,"Osteonecrosis due to drugs, left finger(s)"
M87.146,"Osteonecrosis due to drugs, unspecified finger(s)"
M87.15,"Osteonecrosis due to drugs, pelvis and femur"
M87.150,"Osteonecrosis due to drugs, pelvis"
M87.151,"Osteonecrosis due to drugs, right femur"
M87.152,"Osteonecrosis due to drugs, left femur"
M87.159,"Osteonecrosis due to drugs, unspecified femur"
M87.16,"Osteonecrosis due to drugs, tibia and fibula"
M87.161,"Osteonecrosis due to drugs, right tibia"
M87.162,"Osteonecrosis due to drugs, left tibia"
M87.163,"Osteonecrosis due to drugs, unspecified tibia"
M87.164,"Osteonecrosis due to drugs, right fibula"
M87.165,"Osteonecrosis due to drugs, left fibula"
M87.166,"Osteonecrosis due to drugs, unspecified fibula"
M87.17,"Osteonecrosis due to drugs, ankle, foot and toes"
M87.171,"Osteonecrosis due to drugs, right ankle"
M87.172,"Osteonecrosis due to drugs, left ankle"
M87.173,"Osteonecrosis due to drugs, unspecified ankle"
M87.174,"Osteonecrosis due to drugs, right foot"
M87.175,"Osteonecrosis due to drugs, left foot"
M87.176,"Osteonecrosis due to drugs, unspecified foot"
M87.177,"Osteonecrosis due to drugs, right toe(s)"
M87.178,"Osteonecrosis due to drugs, left toe(s)"
M87.179,"Osteonecrosis due to drugs, unspecified toe(s)"
M87.18,"Osteonecrosis due to drugs, other site"
M87.180,"Osteonecrosis due to drugs, jaw"
M87.188,"Osteonecrosis due to drugs, other site"
M87.19,"Osteonecrosis due to drugs, multiple sites"
M87.2,"Osteonecrosis due to previous trauma"
M87.20,"Osteonecrosis due to previous trauma, unspecified bone"
M87.21,"Osteonecrosis due to previous trauma, shoulder"
M87.211,"Osteonecrosis due to previous trauma, right shoulder"
M87.212,"Osteonecrosis due to previous trauma, left shoulder"
M87.219,"Osteonecrosis due to previous trauma, unspecified shoulder"
M87.22,"Osteonecrosis due to previous trauma, humerus"
M87.221,"Osteonecrosis due to previous trauma, right humerus"
M87.222,"Osteonecrosis due to previous trauma, left humerus"
M87.229,"Osteonecrosis due to previous trauma, unspecified humerus"
M87.23,"Osteonecrosis due to previous trauma of radius, ulna and carpus"
M87.231,"Osteonecrosis due to previous trauma of right radius"
M87.232,"Osteonecrosis due to previous trauma of left radius"
M87.233,"Osteonecrosis due to previous trauma of unspecified radius"
M87.234,"Osteonecrosis due to previous trauma of right ulna"
M87.235,"Osteonecrosis due to previous trauma of left ulna"
M87.236,"Osteonecrosis due to previous trauma of unspecified ulna"
M87.237,"Osteonecrosis due to previous trauma of right carpus"
M87.238,"Osteonecrosis due to previous trauma of left carpus"
M87.239,"Osteonecrosis due to previous trauma of unspecified carpus"
M87.24,"Osteonecrosis due to previous trauma, hand and fingers"
M87.241,"Osteonecrosis due to previous trauma, right hand"
M87.242,"Osteonecrosis due to previous trauma, left hand"
M87.243,"Osteonecrosis due to previous trauma, unspecified hand"
M87.244,"Osteonecrosis due to previous trauma, right finger(s)"
M87.245,"Osteonecrosis due to previous trauma, left finger(s)"
M87.246,"Osteonecrosis due to previous trauma, unspecified finger(s)"
M87.25,"Osteonecrosis due to previous trauma, pelvis and femur"
M87.250,"Osteonecrosis due to previous trauma, pelvis"
M87.251,"Osteonecrosis due to previous trauma, right femur"
M87.252,"Osteonecrosis due to previous trauma, left femur"
M87.256,"Osteonecrosis due to previous trauma, unspecified femur"
M87.26,"Osteonecrosis due to previous trauma, tibia and fibula"
M87.261,"Osteonecrosis due to previous trauma, right tibia"
M87.262,"Osteonecrosis due to previous trauma, left tibia"
M87.263,"Osteonecrosis due to previous trauma, unspecified tibia"
M87.264,"Osteonecrosis due to previous trauma, right fibula"
M87.265,"Osteonecrosis due to previous trauma, left fibula"
M87.266,"Osteonecrosis due to previous trauma, unspecified fibula"
M87.27,"Osteonecrosis due to previous trauma, ankle, foot and toes"
M87.271,"Osteonecrosis due to previous trauma, right ankle"
M87.272,"Osteonecrosis due to previous trauma, left ankle"
M87.273,"Osteonecrosis due to previous trauma, unspecified ankle"
M87.274,"Osteonecrosis due to previous trauma, right foot"
M87.275,"Osteonecrosis due to previous trauma, left foot"
M87.276,"Osteonecrosis due to previous trauma, unspecified foot"
M87.277,"Osteonecrosis due to previous trauma, right toe(s)"
M87.278,"Osteonecrosis due to previous trauma, left toe(s)"
M87.279,"Osteonecrosis due to previous trauma, unspecified toe(s)"
M87.28,"Osteonecrosis due to previous trauma, other site"
M87.29,"Osteonecrosis due to previous trauma, multiple sites"
M87.3,"Other secondary osteonecrosis"
M87.30,"Other secondary osteonecrosis, unspecified bone"
M87.31,"Other secondary osteonecrosis, shoulder"
M87.311,"Other secondary osteonecrosis, right shoulder"
M87.312,"Other secondary osteonecrosis, left shoulder"
M87.319,"Other secondary osteonecrosis, unspecified shoulder"
M87.32,"Other secondary osteonecrosis, humerus"
M87.321,"Other secondary osteonecrosis, right humerus"
M87.322,"Other secondary osteonecrosis, left humerus"
M87.329,"Other secondary osteonecrosis, unspecified humerus"
M87.33,"Other secondary osteonecrosis of radius, ulna and carpus"
M87.331,"Other secondary osteonecrosis of right radius"
M87.332,"Other secondary osteonecrosis of left radius"
M87.333,"Other secondary osteonecrosis of unspecified radius"
M87.334,"Other secondary osteonecrosis of right ulna"
M87.335,"Other secondary osteonecrosis of left ulna"
M87.336,"Other secondary osteonecrosis of unspecified ulna"
M87.337,"Other secondary osteonecrosis of right carpus"
M87.338,"Other secondary osteonecrosis of left carpus"
M87.339,"Other secondary osteonecrosis of unspecified carpus"
M87.34,"Other secondary osteonecrosis, hand and fingers"
M87.341,"Other secondary osteonecrosis, right hand"
M87.342,"Other secondary osteonecrosis, left hand"
M87.343,"Other secondary osteonecrosis, unspecified hand"
M87.344,"Other secondary osteonecrosis, right finger(s)"
M87.345,"Other secondary osteonecrosis, left finger(s)"
M87.346,"Other secondary osteonecrosis, unspecified finger(s)"
M87.35,"Other secondary osteonecrosis, pelvis and femur"
M87.350,"Other secondary osteonecrosis, pelvis"
M87.351,"Other secondary osteonecrosis, right femur"
M87.352,"Other secondary osteonecrosis, left femur"
M87.353,"Other secondary osteonecrosis, unspecified femur"
M87.36,"Other secondary osteonecrosis, tibia and fibula"
M87.361,"Other secondary osteonecrosis, right tibia"
M87.362,"Other secondary osteonecrosis, left tibia"
M87.363,"Other secondary osteonecrosis, unspecified tibia"
M87.364,"Other secondary osteonecrosis, right fibula"
M87.365,"Other secondary osteonecrosis, left fibula"
M87.366,"Other secondary osteonecrosis, unspecified fibula"
M87.37,"Other secondary osteonecrosis, ankle and foot"
M87.371,"Other secondary osteonecrosis, right ankle"
M87.372,"Other secondary osteonecrosis, left ankle"
M87.373,"Other secondary osteonecrosis, unspecified ankle"
M87.374,"Other secondary osteonecrosis, right foot"
M87.375,"Other secondary osteonecrosis, left foot"
M87.376,"Other secondary osteonecrosis, unspecified foot"
M87.377,"Other secondary osteonecrosis, right toe(s)"
M87.378,"Other secondary osteonecrosis, left toe(s)"
M87.379,"Other secondary osteonecrosis, unspecified toe(s)"
M87.38,"Other secondary osteonecrosis, other site"
M87.39,"Other secondary osteonecrosis, multiple sites"
M87.8,"Other osteonecrosis"
M87.80,"Other osteonecrosis, unspecified bone"
M87.81,"Other osteonecrosis, shoulder"
M87.811,"Other osteonecrosis, right shoulder"
M87.812,"Other osteonecrosis, left shoulder"
M87.819,"Other osteonecrosis, unspecified shoulder"
M87.82,"Other osteonecrosis, humerus"
M87.821,"Other osteonecrosis, right humerus"
M87.822,"Other osteonecrosis, left humerus"
M87.829,"Other osteonecrosis, unspecified humerus"
M87.83,"Other osteonecrosis of radius, ulna and carpus"
M87.831,"Other osteonecrosis of right radius"
M87.832,"Other osteonecrosis of left radius"
M87.833,"Other osteonecrosis of unspecified radius"
M87.834,"Other osteonecrosis of right ulna"
M87.835,"Other osteonecrosis of left ulna"
M87.836,"Other osteonecrosis of unspecified ulna"
M87.837,"Other osteonecrosis of right carpus"
M87.838,"Other osteonecrosis of left carpus"
M87.839,"Other osteonecrosis of unspecified carpus"
M87.84,"Other osteonecrosis, hand and fingers"
M87.841,"Other osteonecrosis, right hand"
M87.842,"Other osteonecrosis, left hand"
M87.843,"Other osteonecrosis, unspecified hand"
M87.844,"Other osteonecrosis, right finger(s)"
M87.845,"Other osteonecrosis, left finger(s)"
M87.849,"Other osteonecrosis, unspecified finger(s)"
M87.85,"Other osteonecrosis, pelvis and femur"
M87.850,"Other osteonecrosis, pelvis"
M87.851,"Other osteonecrosis, right femur"
M87.852,"Other osteonecrosis, left femur"
M87.859,"Other osteonecrosis, unspecified femur"
M87.86,"Other osteonecrosis, tibia and fibula"
M87.861,"Other osteonecrosis, right tibia"
M87.862,"Other osteonecrosis, left tibia"
M87.863,"Other osteonecrosis, unspecified tibia"
M87.864,"Other osteonecrosis, right fibula"
M87.865,"Other osteonecrosis, left fibula"
M87.869,"Other osteonecrosis, unspecified fibula"
M87.87,"Other osteonecrosis, ankle, foot and toes"
M87.871,"Other osteonecrosis, right ankle"
M87.872,"Other osteonecrosis, left ankle"
M87.873,"Other osteonecrosis, unspecified ankle"
M87.874,"Other osteonecrosis, right foot"
M87.875,"Other osteonecrosis, left foot"
M87.876,"Other osteonecrosis, unspecified foot"
M87.877,"Other osteonecrosis, right toe(s)"
M87.878,"Other osteonecrosis, left toe(s)"
M87.879,"Other osteonecrosis, unspecified toe(s)"
M87.88,"Other osteonecrosis, other site"
M87.89,"Other osteonecrosis, multiple sites"
M87.9,"Osteonecrosis, unspecified"
M87.9,"Osteonecrosis, unspecified (Necrosis of bone NOS)"
M88,"Osteitis deformans [Paget's disease of bone]"
M88.0,"Osteitis deformans of skull"
M88.1,"Osteitis deformans of vertebrae"
M88.8,"Osteitis deformans of other bones"
M88.81,"Osteitis deformans of shoulder"
M88.811,"Osteitis deformans of right shoulder"
M88.812,"Osteitis deformans of left shoulder"
M88.819,"Osteitis deformans of unspecified shoulder"
M88.82,"Osteitis deformans of upper arm"
M88.821,"Osteitis deformans of right upper arm"
M88.822,"Osteitis deformans of left upper arm"
M88.829,"Osteitis deformans of unspecified upper arm"
M88.83,"Osteitis deformans of forearm"
M88.831,"Osteitis deformans of right forearm"
M88.832,"Osteitis deformans of left forearm"
M88.839,"Osteitis deformans of unspecified forearm"
M88.84,"Osteitis deformans of hand"
M88.841,"Osteitis deformans of right hand"
M88.842,"Osteitis deformans of left hand"
M88.849,"Osteitis deformans of unspecified hand"
M88.85,"Osteitis deformans of thigh"
M88.851,"Osteitis deformans of right thigh"
M88.852,"Osteitis deformans of left thigh"
M88.859,"Osteitis deformans of unspecified thigh"
M88.86,"Osteitis deformans of lower leg"
M88.861,"Osteitis deformans of right lower leg"
M88.862,"Osteitis deformans of left lower leg"
M88.869,"Osteitis deformans of unspecified lower leg"
M88.87,"Osteitis deformans of ankle and foot"
M88.871,"Osteitis deformans of right ankle and foot"
M88.872,"Osteitis deformans of left ankle and foot"
M88.879,"Osteitis deformans of unspecified ankle and foot"
M88.88,"Osteitis deformans of other bones"
M88.89,"Osteitis deformans of multiple sites"
M88.9,"Osteitis deformans of unspecified bone"
M89,"Other disorders of bone"
M89.0,Algoneurodystrophy
M89.0,"Algoneurodystrophy (Shoulder-hand syndrome)"
M89.0,"Algoneurodystrophy (Sudeck's atrophy)"
M89.00,"Algoneurodystrophy, unspecified site"
M89.01,"Algoneurodystrophy, shoulder"
M89.011,"Algoneurodystrophy, right shoulder"
M89.012,"Algoneurodystrophy, left shoulder"
M89.019,"Algoneurodystrophy, unspecified shoulder"
M89.02,"Algoneurodystrophy, upper arm"
M89.021,"Algoneurodystrophy, right upper arm"
M89.022,"Algoneurodystrophy, left upper arm"
M89.029,"Algoneurodystrophy, unspecified upper arm"
M89.03,"Algoneurodystrophy, forearm"
M89.031,"Algoneurodystrophy, right forearm"
M89.032,"Algoneurodystrophy, left forearm"
M89.039,"Algoneurodystrophy, unspecified forearm"
M89.04,"Algoneurodystrophy, hand"
M89.041,"Algoneurodystrophy, right hand"
M89.042,"Algoneurodystrophy, left hand"
M89.049,"Algoneurodystrophy, unspecified hand"
M89.05,"Algoneurodystrophy, thigh"
M89.051,"Algoneurodystrophy, right thigh"
M89.052,"Algoneurodystrophy, left thigh"
M89.059,"Algoneurodystrophy, unspecified thigh"
M89.06,"Algoneurodystrophy, lower leg"
M89.061,"Algoneurodystrophy, right lower leg"
M89.062,"Algoneurodystrophy, left lower leg"
M89.069,"Algoneurodystrophy, unspecified lower leg"
M89.07,"Algoneurodystrophy, ankle and foot"
M89.071,"Algoneurodystrophy, right ankle and foot"
M89.072,"Algoneurodystrophy, left ankle and foot"
M89.079,"Algoneurodystrophy, unspecified ankle and foot"
M89.08,"Algoneurodystrophy, other site"
M89.09,"Algoneurodystrophy, multiple sites"
M89.1,"Physeal arrest"
M89.1,"Physeal arrest (Arrest of growth plate)"
M89.1,"Physeal arrest (Epiphyseal arrest)"
M89.1,"Physeal arrest (Growth plate arrest)"
M89.12,"Physeal arrest, humerus"
M89.121,"Complete physeal arrest, right proximal humerus"
M89.122,"Complete physeal arrest, left proximal humerus"
M89.123,"Partial physeal arrest, right proximal humerus"
M89.124,"Partial physeal arrest, left proximal humerus"
M89.125,"Complete physeal arrest, right distal humerus"
M89.126,"Complete physeal arrest, left distal humerus"
M89.127,"Partial physeal arrest, right distal humerus"
M89.128,"Partial physeal arrest, left distal humerus"
M89.129,"Physeal arrest, humerus, unspecified"
M89.13,"Physeal arrest, forearm"
M89.131,"Complete physeal arrest, right distal radius"
M89.132,"Complete physeal arrest, left distal radius"
M89.133,"Partial physeal arrest, right distal radius"
M89.134,"Partial physeal arrest, left distal radius"
M89.138,"Other physeal arrest of forearm"
M89.139,"Physeal arrest, forearm, unspecified"
M89.15,"Physeal arrest, femur"
M89.151,"Complete physeal arrest, right proximal femur"
M89.152,"Complete physeal arrest, left proximal femur"
M89.153,"Partial physeal arrest, right proximal femur"
M89.154,"Partial physeal arrest, left proximal femur"
M89.155,"Complete physeal arrest, right distal femur"
M89.156,"Complete physeal arrest, left distal femur"
M89.157,"Partial physeal arrest, right distal femur"
M89.158,"Partial physeal arrest, left distal femur"
M89.159,"Physeal arrest, femur, unspecified"
M89.16,"Physeal arrest, lower leg"
M89.160,"Complete physeal arrest, right proximal tibia"
M89.161,"Complete physeal arrest, left proximal tibia"
M89.162,"Partial physeal arrest, right proximal tibia"
M89.163,"Partial physeal arrest, left proximal tibia"
M89.164,"Complete physeal arrest, right distal tibia"
M89.165,"Complete physeal arrest, left distal tibia"
M89.166,"Partial physeal arrest, right distal tibia"
M89.167,"Partial physeal arrest, left distal tibia"
M89.168,"Other physeal arrest of lower leg"
M89.169,"Physeal arrest, lower leg, unspecified"
M89.18,"Physeal arrest, other site"
M89.2,"Other disorders of bone development and growth"
M89.20,"Other disorders of bone development and growth, unspecified site"
M89.21,"Other disorders of bone development and growth, shoulder"
M89.211,"Other disorders of bone development and growth, right shoulder"
M89.212,"Other disorders of bone development and growth, left shoulder"
M89.219,"Other disorders of bone development and growth, unspecified shoulder"
M89.22,"Other disorders of bone development and growth, humerus"
M89.221,"Other disorders of bone development and growth, right humerus"
M89.222,"Other disorders of bone development and growth, left humerus"
M89.229,"Other disorders of bone development and growth, unspecified humerus"
M89.23,"Other disorders of bone development and growth, ulna and radius"
M89.231,"Other disorders of bone development and growth, right ulna"
M89.232,"Other disorders of bone development and growth, left ulna"
M89.233,"Other disorders of bone development and growth, right radius"
M89.234,"Other disorders of bone development and growth, left radius"
M89.239,"Other disorders of bone development and growth, unspecified ulna and radius"
M89.24,"Other disorders of bone development and growth, hand"
M89.241,"Other disorders of bone development and growth, right hand"
M89.242,"Other disorders of bone development and growth, left hand"
M89.249,"Other disorders of bone development and growth, unspecified hand"
M89.25,"Other disorders of bone development and growth, femur"
M89.251,"Other disorders of bone development and growth, right femur"
M89.252,"Other disorders of bone development and growth, left femur"
M89.259,"Other disorders of bone development and growth, unspecified femur"
M89.26,"Other disorders of bone development and growth, tibia and fibula"
M89.261,"Other disorders of bone development and growth, right tibia"
M89.262,"Other disorders of bone development and growth, left tibia"
M89.263,"Other disorders of bone development and growth, right fibula"
M89.264,"Other disorders of bone development and growth, left fibula"
M89.269,"Other disorders of bone development and growth, unspecified lower leg"
M89.27,"Other disorders of bone development and growth, ankle and foot"
M89.271,"Other disorders of bone development and growth, right ankle and foot"
M89.272,"Other disorders of bone development and growth, left ankle and foot"
M89.279,"Other disorders of bone development and growth, unspecified ankle and foot"
M89.28,"Other disorders of bone development and growth, other site"
M89.29,"Other disorders of bone development and growth, multiple sites"
M89.3,"Hypertrophy of bone"
M89.30,"Hypertrophy of bone, unspecified site"
M89.31,"Hypertrophy of bone, shoulder"
M89.311,"Hypertrophy of bone, right shoulder"
M89.312,"Hypertrophy of bone, left shoulder"
M89.319,"Hypertrophy of bone, unspecified shoulder"
M89.32,"Hypertrophy of bone, humerus"
M89.321,"Hypertrophy of bone, right humerus"
M89.322,"Hypertrophy of bone, left humerus"
M89.329,"Hypertrophy of bone, unspecified humerus"
M89.33,"Hypertrophy of bone, ulna and radius"
M89.331,"Hypertrophy of bone, right ulna"
M89.332,"Hypertrophy of bone, left ulna"
M89.333,"Hypertrophy of bone, right radius"
M89.334,"Hypertrophy of bone, left radius"
M89.339,"Hypertrophy of bone, unspecified ulna and radius"
M89.34,"Hypertrophy of bone, hand"
M89.341,"Hypertrophy of bone, right hand"
M89.342,"Hypertrophy of bone, left hand"
M89.349,"Hypertrophy of bone, unspecified hand"
M89.35,"Hypertrophy of bone, femur"
M89.351,"Hypertrophy of bone, right femur"
M89.352,"Hypertrophy of bone, left femur"
M89.359,"Hypertrophy of bone, unspecified femur"
M89.36,"Hypertrophy of bone, tibia and fibula"
M89.361,"Hypertrophy of bone, right tibia"
M89.362,"Hypertrophy of bone, left tibia"
M89.363,"Hypertrophy of bone, right fibula"
M89.364,"Hypertrophy of bone, left fibula"
M89.369,"Hypertrophy of bone, unspecified tibia and fibula"
M89.37,"Hypertrophy of bone, ankle and foot"
M89.371,"Hypertrophy of bone, right ankle and foot"
M89.372,"Hypertrophy of bone, left ankle and foot"
M89.379,"Hypertrophy of bone, unspecified ankle and foot"
M89.38,"Hypertrophy of bone, other site"
M89.39,"Hypertrophy of bone, multiple sites"
M89.4,"Other hypertrophic osteoarthropathy"
M89.4,"Other hypertrophic osteoarthropathy (Marie-Bamberger disease)"
M89.4,"Other hypertrophic osteoarthropathy (Pachydermoperiostosis)"
M89.40,"Other hypertrophic osteoarthropathy, unspecified site"
M89.41,"Other hypertrophic osteoarthropathy, shoulder"
M89.411,"Other hypertrophic osteoarthropathy, right shoulder"
M89.412,"Other hypertrophic osteoarthropathy, left shoulder"
M89.419,"Other hypertrophic osteoarthropathy, unspecified shoulder"
M89.42,"Other hypertrophic osteoarthropathy, upper arm"
M89.421,"Other hypertrophic osteoarthropathy, right upper arm"
M89.422,"Other hypertrophic osteoarthropathy, left upper arm"
M89.429,"Other hypertrophic osteoarthropathy, unspecified upper arm"
M89.43,"Other hypertrophic osteoarthropathy, forearm"
M89.431,"Other hypertrophic osteoarthropathy, right forearm"
M89.432,"Other hypertrophic osteoarthropathy, left forearm"
M89.439,"Other hypertrophic osteoarthropathy, unspecified forearm"
M89.44,"Other hypertrophic osteoarthropathy, hand"
M89.441,"Other hypertrophic osteoarthropathy, right hand"
M89.442,"Other hypertrophic osteoarthropathy, left hand"
M89.449,"Other hypertrophic osteoarthropathy, unspecified hand"
M89.45,"Other hypertrophic osteoarthropathy, thigh"
M89.451,"Other hypertrophic osteoarthropathy, right thigh"
M89.452,"Other hypertrophic osteoarthropathy, left thigh"
M89.459,"Other hypertrophic osteoarthropathy, unspecified thigh"
M89.46,"Other hypertrophic osteoarthropathy, lower leg"
M89.461,"Other hypertrophic osteoarthropathy, right lower leg"
M89.462,"Other hypertrophic osteoarthropathy, left lower leg"
M89.469,"Other hypertrophic osteoarthropathy, unspecified lower leg"
M89.47,"Other hypertrophic osteoarthropathy, ankle and foot"
M89.471,"Other hypertrophic osteoarthropathy, right ankle and foot"
M89.472,"Other hypertrophic osteoarthropathy, left ankle and foot"
M89.479,"Other hypertrophic osteoarthropathy, unspecified ankle and foot"
M89.48,"Other hypertrophic osteoarthropathy, other site"
M89.49,"Other hypertrophic osteoarthropathy, multiple sites"
M89.5,Osteolysis
M89.50,"Osteolysis, unspecified site"
M89.51,"Osteolysis, shoulder"
M89.511,"Osteolysis, right shoulder"
M89.512,"Osteolysis, left shoulder"
M89.519,"Osteolysis, unspecified shoulder"
M89.52,"Osteolysis, upper arm"
M89.521,"Osteolysis, right upper arm"
M89.522,"Osteolysis, left upper arm"
M89.529,"Osteolysis, unspecified upper arm"
M89.53,"Osteolysis, forearm"
M89.531,"Osteolysis, right forearm"
M89.532,"Osteolysis, left forearm"
M89.539,"Osteolysis, unspecified forearm"
M89.54,"Osteolysis, hand"
M89.541,"Osteolysis, right hand"
M89.542,"Osteolysis, left hand"
M89.549,"Osteolysis, unspecified hand"
M89.55,"Osteolysis, thigh"
M89.551,"Osteolysis, right thigh"
M89.552,"Osteolysis, left thigh"
M89.559,"Osteolysis, unspecified thigh"
M89.56,"Osteolysis, lower leg"
M89.561,"Osteolysis, right lower leg"
M89.562,"Osteolysis, left lower leg"
M89.569,"Osteolysis, unspecified lower leg"
M89.57,"Osteolysis, ankle and foot"
M89.571,"Osteolysis, right ankle and foot"
M89.572,"Osteolysis, left ankle and foot"
M89.579,"Osteolysis, unspecified ankle and foot"
M89.58,"Osteolysis, other site"
M89.59,"Osteolysis, multiple sites"
M89.6,"Osteopathy after poliomyelitis"
M89.60,"Osteopathy after poliomyelitis, unspecified site"
M89.61,"Osteopathy after poliomyelitis, shoulder"
M89.611,"Osteopathy after poliomyelitis, right shoulder"
M89.612,"Osteopathy after poliomyelitis, left shoulder"
M89.619,"Osteopathy after poliomyelitis, unspecified shoulder"
M89.62,"Osteopathy after poliomyelitis, upper arm"
M89.621,"Osteopathy after poliomyelitis, right upper arm"
M89.622,"Osteopathy after poliomyelitis, left upper arm"
M89.629,"Osteopathy after poliomyelitis, unspecified upper arm"
M89.63,"Osteopathy after poliomyelitis, forearm"
M89.631,"Osteopathy after poliomyelitis, right forearm"
M89.632,"Osteopathy after poliomyelitis, left forearm"
M89.639,"Osteopathy after poliomyelitis, unspecified forearm"
M89.64,"Osteopathy after poliomyelitis, hand"
M89.641,"Osteopathy after poliomyelitis, right hand"
M89.642,"Osteopathy after poliomyelitis, left hand"
M89.649,"Osteopathy after poliomyelitis, unspecified hand"
M89.65,"Osteopathy after poliomyelitis, thigh"
M89.651,"Osteopathy after poliomyelitis, right thigh"
M89.652,"Osteopathy after poliomyelitis, left thigh"
M89.659,"Osteopathy after poliomyelitis, unspecified thigh"
M89.66,"Osteopathy after poliomyelitis, lower leg"
M89.661,"Osteopathy after poliomyelitis, right lower leg"
M89.662,"Osteopathy after poliomyelitis, left lower leg"
